"Plot Title: G10091230_RSA_Robokelp_Apr15"
"#","Date Time, GMT+08:00","Max: X Accel, g (LGR S/N: 10091230)","Max: Y Accel, g (LGR S/N: 10091230)","Max: Z Accel, g (LGR S/N: 10091230)","End Of File (LGR S/N: 10091230)"
430,04/25/15 07:18:00 PM,0.975,0.125,-0.175,
431,04/25/15 07:20:00 PM,0.975,0.125,-0.225,
432,04/25/15 07:22:00 PM,0.975,0.075,-0.250,
433,04/25/15 07:24:00 PM,0.975,0.125,-0.225,
434,04/25/15 07:26:00 PM,0.975,0.075,-0.225,
435,04/25/15 07:28:00 PM,0.975,0.075,-0.225,
436,04/25/15 07:30:00 PM,0.975,0.100,-0.250,
437,04/25/15 07:32:00 PM,0.975,0.075,-0.225,
438,04/25/15 07:34:00 PM,0.975,0.125,-0.225,
439,04/25/15 07:36:00 PM,0.975,0.075,-0.225,
440,04/25/15 07:38:00 PM,0.975,0.075,-0.200,
441,04/25/15 07:40:00 PM,0.975,0.150,-0.250,
442,04/25/15 07:42:00 PM,0.975,0.075,-0.225,
443,04/25/15 07:44:00 PM,0.975,0.125,-0.225,
444,04/25/15 07:46:00 PM,0.975,0.075,-0.225,
445,04/25/15 07:48:00 PM,0.975,0.075,-0.200,
446,04/25/15 07:50:00 PM,0.975,0.100,-0.225,
447,04/25/15 07:52:00 PM,0.975,0.100,-0.225,
448,04/25/15 07:54:00 PM,0.975,0.075,-0.175,
449,04/25/15 07:56:00 PM,0.975,0.075,-0.250,
450,04/25/15 07:58:00 PM,0.975,0.075,-0.200,
451,04/25/15 08:00:00 PM,0.975,0.125,-0.200,
452,04/25/15 08:02:00 PM,0.975,0.100,-0.175,
453,04/25/15 08:04:00 PM,0.975,0.050,-0.175,
454,04/25/15 08:06:00 PM,0.975,0.050,-0.225,
455,04/25/15 08:08:00 PM,0.975,0.100,-0.200,
456,04/25/15 08:10:00 PM,0.975,0.075,-0.225,
457,04/25/15 08:12:00 PM,0.975,0.075,-0.225,
458,04/25/15 08:14:00 PM,0.975,0.075,-0.225,
459,04/25/15 08:16:00 PM,0.975,0.075,-0.200,
460,04/25/15 08:18:00 PM,0.975,0.100,-0.225,
461,04/25/15 08:20:00 PM,0.975,0.075,-0.225,
462,04/25/15 08:22:00 PM,0.975,0.075,-0.225,
463,04/25/15 08:24:00 PM,0.975,0.150,-0.225,
464,04/25/15 08:26:00 PM,0.975,0.125,-0.200,
465,04/25/15 08:28:00 PM,0.975,0.100,-0.200,
466,04/25/15 08:30:00 PM,0.975,0.100,-0.225,
467,04/25/15 08:32:00 PM,0.975,0.050,-0.225,
468,04/25/15 08:34:00 PM,0.975,0.075,-0.175,
469,04/25/15 08:36:00 PM,0.975,0.125,-0.225,
470,04/25/15 08:38:00 PM,0.975,0.075,-0.225,
471,04/25/15 08:40:00 PM,0.975,0.075,-0.225,
472,04/25/15 08:42:00 PM,0.975,0.125,-0.225,
473,04/25/15 08:44:00 PM,0.975,0.125,-0.225,
474,04/25/15 08:46:00 PM,0.975,0.100,-0.225,
475,04/25/15 08:48:00 PM,0.975,0.125,-0.200,
476,04/25/15 08:50:00 PM,0.975,0.075,-0.200,
477,04/25/15 08:52:00 PM,0.975,0.075,-0.225,
478,04/25/15 08:54:00 PM,0.975,0.100,-0.225,
479,04/25/15 08:56:00 PM,0.975,0.075,-0.225,
480,04/25/15 08:58:00 PM,0.975,0.100,-0.225,
481,04/25/15 09:00:00 PM,0.975,0.050,-0.200,
482,04/25/15 09:02:00 PM,0.975,0.075,-0.225,
483,04/25/15 09:04:00 PM,0.975,0.075,-0.200,
484,04/25/15 09:06:00 PM,0.975,0.050,-0.225,
485,04/25/15 09:08:00 PM,0.975,0.075,-0.175,
486,04/25/15 09:10:00 PM,0.975,0.075,-0.225,
487,04/25/15 09:12:00 PM,0.975,0.075,-0.225,
488,04/25/15 09:14:00 PM,0.975,0.100,-0.200,
489,04/25/15 09:16:00 PM,0.975,0.050,-0.200,
490,04/25/15 09:18:00 PM,0.975,0.075,-0.200,
491,04/25/15 09:20:00 PM,0.975,0.075,-0.175,
492,04/25/15 09:22:00 PM,0.975,0.100,-0.200,
493,04/25/15 09:24:00 PM,0.975,0.075,-0.225,
494,04/25/15 09:26:00 PM,0.975,0.100,-0.225,
495,04/25/15 09:28:00 PM,0.975,0.075,-0.225,
496,04/25/15 09:30:00 PM,0.975,0.075,-0.225,
497,04/25/15 09:32:00 PM,0.975,0.075,-0.225,
498,04/25/15 09:34:00 PM,0.975,0.075,-0.225,
499,04/25/15 09:36:00 PM,0.975,0.075,-0.200,
500,04/25/15 09:38:00 PM,0.975,0.125,-0.225,
501,04/25/15 09:40:00 PM,0.975,0.125,-0.225,
502,04/25/15 09:42:00 PM,0.975,0.125,-0.200,
503,04/25/15 09:44:00 PM,0.975,0.075,-0.175,
504,04/25/15 09:46:00 PM,0.975,0.075,-0.200,
505,04/25/15 09:48:00 PM,0.975,0.125,-0.200,
506,04/25/15 09:50:00 PM,0.975,0.100,-0.225,
507,04/25/15 09:52:00 PM,0.975,0.075,-0.225,
508,04/25/15 09:54:00 PM,0.975,0.125,-0.225,
509,04/25/15 09:56:00 PM,0.975,0.125,-0.225,
510,04/25/15 09:58:00 PM,0.975,0.125,-0.200,
511,04/25/15 10:00:00 PM,0.975,0.125,-0.200,
512,04/25/15 10:02:00 PM,0.975,0.125,-0.200,
513,04/25/15 10:04:00 PM,0.975,0.125,-0.200,
514,04/25/15 10:06:00 PM,0.975,0.125,-0.225,
515,04/25/15 10:08:00 PM,0.975,0.100,-0.200,
516,04/25/15 10:10:00 PM,0.975,0.125,-0.175,
517,04/25/15 10:12:00 PM,0.975,0.125,-0.250,
518,04/25/15 10:14:00 PM,0.975,0.125,-0.200,
519,04/25/15 10:16:00 PM,0.975,0.125,-0.225,
520,04/25/15 10:18:00 PM,0.975,0.125,-0.225,
521,04/25/15 10:20:00 PM,0.975,0.100,-0.225,
522,04/25/15 10:22:00 PM,0.975,0.200,-0.200,
523,04/25/15 10:24:00 PM,0.975,0.100,-0.200,
524,04/25/15 10:26:00 PM,0.975,0.150,-0.200,
525,04/25/15 10:28:00 PM,0.975,0.125,-0.250,
526,04/25/15 10:30:00 PM,0.975,0.150,-0.225,
527,04/25/15 10:32:00 PM,0.975,0.100,-0.225,
528,04/25/15 10:34:00 PM,0.975,0.125,-0.200,
529,04/25/15 10:36:00 PM,0.975,0.150,-0.200,
530,04/25/15 10:38:00 PM,0.975,0.125,-0.225,
531,04/25/15 10:40:00 PM,0.975,0.125,-0.225,
532,04/25/15 10:42:00 PM,0.975,0.125,-0.225,
533,04/25/15 10:44:00 PM,0.975,0.150,-0.200,
534,04/25/15 10:46:00 PM,0.975,0.125,-0.225,
535,04/25/15 10:48:00 PM,0.975,0.125,-0.225,
536,04/25/15 10:50:00 PM,0.975,0.100,-0.200,
537,04/25/15 10:52:00 PM,0.975,0.150,-0.225,
538,04/25/15 10:54:00 PM,0.975,0.125,-0.225,
539,04/25/15 10:56:00 PM,0.975,0.150,-0.225,
540,04/25/15 10:58:00 PM,0.975,0.150,-0.225,
541,04/25/15 11:00:00 PM,0.975,0.100,-0.225,
542,04/25/15 11:02:00 PM,0.975,0.125,-0.250,
543,04/25/15 11:04:00 PM,0.975,0.100,-0.225,
544,04/25/15 11:06:00 PM,0.975,0.100,-0.225,
545,04/25/15 11:08:00 PM,0.975,0.100,-0.200,
546,04/25/15 11:10:00 PM,0.975,0.150,-0.225,
547,04/25/15 11:12:00 PM,0.975,0.200,-0.225,
548,04/25/15 11:14:00 PM,0.975,0.125,-0.200,
549,04/25/15 11:16:00 PM,0.975,0.125,-0.225,
550,04/25/15 11:18:00 PM,0.975,0.100,-0.225,
551,04/25/15 11:20:00 PM,0.975,0.100,-0.225,
552,04/25/15 11:22:00 PM,0.975,0.125,-0.225,
553,04/25/15 11:24:00 PM,0.975,0.125,-0.225,
554,04/25/15 11:26:00 PM,0.975,0.125,-0.225,
555,04/25/15 11:28:00 PM,0.975,0.125,-0.225,
556,04/25/15 11:30:00 PM,0.975,0.100,-0.200,
557,04/25/15 11:32:00 PM,0.975,0.150,-0.200,
558,04/25/15 11:34:00 PM,0.975,0.125,-0.225,
559,04/25/15 11:36:00 PM,0.975,0.150,-0.225,
560,04/25/15 11:38:00 PM,0.975,0.125,-0.200,
561,04/25/15 11:40:00 PM,0.975,0.150,-0.200,
562,04/25/15 11:42:00 PM,0.975,0.125,-0.225,
563,04/25/15 11:44:00 PM,0.975,0.100,-0.200,
564,04/25/15 11:46:00 PM,0.975,0.150,-0.225,
565,04/25/15 11:48:00 PM,0.975,0.125,-0.200,
566,04/25/15 11:50:00 PM,0.975,0.125,-0.175,
567,04/25/15 11:52:00 PM,0.975,0.150,-0.225,
568,04/25/15 11:54:00 PM,1.050,0.125,-0.200,
569,04/25/15 11:56:00 PM,0.975,0.150,-0.200,
570,04/25/15 11:58:00 PM,0.975,0.150,-0.200,
571,04/26/15 12:00:00 AM,0.975,0.125,-0.200,
572,04/26/15 12:02:00 AM,0.975,0.125,-0.200,
573,04/26/15 12:04:00 AM,0.975,0.125,-0.200,
574,04/26/15 12:06:00 AM,0.975,0.175,-0.225,
575,04/26/15 12:08:00 AM,0.975,0.100,-0.200,
576,04/26/15 12:10:00 AM,0.975,0.200,-0.200,
577,04/26/15 12:12:00 AM,0.975,0.125,-0.200,
578,04/26/15 12:14:00 AM,0.975,0.075,-0.200,
579,04/26/15 12:16:00 AM,0.975,0.175,-0.200,
580,04/26/15 12:18:00 AM,0.975,0.125,-0.200,
581,04/26/15 12:20:00 AM,0.975,0.125,-0.200,
582,04/26/15 12:22:00 AM,0.975,0.125,-0.225,
583,04/26/15 12:24:00 AM,0.975,0.150,-0.200,
584,04/26/15 12:26:00 AM,0.975,0.150,-0.225,
585,04/26/15 12:28:00 AM,0.975,0.125,-0.200,
586,04/26/15 12:30:00 AM,0.975,0.125,-0.225,
587,04/26/15 12:32:00 AM,0.975,0.125,-0.200,
588,04/26/15 12:34:00 AM,0.975,0.125,-0.225,
589,04/26/15 12:36:00 AM,0.975,0.175,-0.225,
590,04/26/15 12:38:00 AM,0.975,0.125,-0.200,
591,04/26/15 12:40:00 AM,0.975,0.175,-0.200,
592,04/26/15 12:42:00 AM,0.975,0.150,-0.225,
593,04/26/15 12:44:00 AM,0.975,0.125,-0.225,
594,04/26/15 12:46:00 AM,0.975,0.150,-0.200,
595,04/26/15 12:48:00 AM,0.975,0.150,-0.200,
596,04/26/15 12:50:00 AM,0.975,0.150,-0.200,
597,04/26/15 12:52:00 AM,0.975,0.150,-0.175,
598,04/26/15 12:54:00 AM,0.975,0.125,-0.225,
599,04/26/15 12:56:00 AM,0.975,0.125,-0.225,
600,04/26/15 12:58:00 AM,0.975,0.125,-0.225,
601,04/26/15 01:00:00 AM,0.975,0.150,-0.225,
602,04/26/15 01:02:00 AM,0.975,0.150,-0.225,
603,04/26/15 01:04:00 AM,0.975,0.125,-0.225,
604,04/26/15 01:06:00 AM,0.975,0.125,-0.200,
605,04/26/15 01:08:00 AM,0.975,0.125,-0.225,
606,04/26/15 01:10:00 AM,0.975,0.150,-0.225,
607,04/26/15 01:12:00 AM,0.975,0.125,-0.225,
608,04/26/15 01:14:00 AM,0.975,0.175,-0.225,
609,04/26/15 01:16:00 AM,0.975,0.150,-0.225,
610,04/26/15 01:18:00 AM,0.975,0.150,-0.225,
611,04/26/15 01:20:00 AM,0.975,0.125,-0.225,
612,04/26/15 01:22:00 AM,0.975,0.100,-0.200,
613,04/26/15 01:24:00 AM,0.975,0.125,-0.200,
614,04/26/15 01:26:00 AM,0.975,0.125,-0.225,
615,04/26/15 01:28:00 AM,0.975,0.125,-0.225,
616,04/26/15 01:30:00 AM,0.975,0.100,-0.225,
617,04/26/15 01:32:00 AM,0.975,0.125,-0.200,
618,04/26/15 01:34:00 AM,0.975,0.125,-0.200,
619,04/26/15 01:36:00 AM,0.975,0.125,-0.225,
620,04/26/15 01:38:00 AM,0.975,0.125,-0.200,
621,04/26/15 01:40:00 AM,0.975,0.150,-0.200,
622,04/26/15 01:42:00 AM,0.975,0.150,-0.250,
623,04/26/15 01:44:00 AM,0.975,0.125,-0.225,
624,04/26/15 01:46:00 AM,0.975,0.100,-0.200,
625,04/26/15 01:48:00 AM,0.975,0.150,-0.200,
626,04/26/15 01:50:00 AM,0.975,0.150,-0.200,
627,04/26/15 01:52:00 AM,0.975,0.125,-0.200,
628,04/26/15 01:54:00 AM,0.975,0.175,-0.225,
629,04/26/15 01:56:00 AM,0.975,0.125,-0.225,
630,04/26/15 01:58:00 AM,0.975,0.125,-0.200,
631,04/26/15 02:00:00 AM,0.975,0.125,-0.200,
632,04/26/15 02:02:00 AM,0.975,0.150,-0.175,
633,04/26/15 02:04:00 AM,0.975,0.100,-0.200,
634,04/26/15 02:06:00 AM,0.975,0.150,-0.225,
635,04/26/15 02:08:00 AM,0.975,0.125,-0.225,
636,04/26/15 02:10:00 AM,0.975,0.150,-0.175,
637,04/26/15 02:12:00 AM,0.975,0.150,-0.200,
638,04/26/15 02:14:00 AM,0.975,0.100,-0.200,
639,04/26/15 02:16:00 AM,0.975,0.125,-0.200,
640,04/26/15 02:18:00 AM,0.975,0.125,-0.225,
641,04/26/15 02:20:00 AM,0.975,0.125,-0.200,
642,04/26/15 02:22:00 AM,0.975,0.125,-0.200,
643,04/26/15 02:24:00 AM,0.975,0.100,-0.200,
644,04/26/15 02:26:00 AM,0.975,0.175,-0.200,
645,04/26/15 02:28:00 AM,0.975,0.125,-0.175,
646,04/26/15 02:30:00 AM,0.975,0.125,-0.200,
647,04/26/15 02:32:00 AM,0.975,0.125,-0.225,
648,04/26/15 02:34:00 AM,0.975,0.100,-0.200,
649,04/26/15 02:36:00 AM,0.975,0.150,-0.225,
650,04/26/15 02:38:00 AM,0.975,0.100,-0.200,
651,04/26/15 02:40:00 AM,0.975,0.125,-0.225,
652,04/26/15 02:42:00 AM,0.975,0.125,-0.175,
653,04/26/15 02:44:00 AM,0.975,0.175,-0.225,
654,04/26/15 02:46:00 AM,0.975,0.125,-0.200,
655,04/26/15 02:48:00 AM,0.975,0.125,-0.200,
656,04/26/15 02:50:00 AM,0.975,0.125,-0.225,
657,04/26/15 02:52:00 AM,0.975,0.150,-0.200,
658,04/26/15 02:54:00 AM,0.975,0.150,-0.200,
659,04/26/15 02:56:00 AM,0.975,0.100,-0.200,
660,04/26/15 02:58:00 AM,0.975,0.125,-0.200,
661,04/26/15 03:00:00 AM,0.975,0.125,-0.200,
662,04/26/15 03:02:00 AM,0.975,0.125,-0.200,
663,04/26/15 03:04:00 AM,0.975,0.100,-0.225,
664,04/26/15 03:06:00 AM,0.975,0.125,-0.225,
665,04/26/15 03:08:00 AM,0.975,0.100,-0.225,
666,04/26/15 03:10:00 AM,0.975,0.125,-0.175,
667,04/26/15 03:12:00 AM,0.975,0.150,-0.225,
668,04/26/15 03:14:00 AM,0.975,0.125,-0.225,
669,04/26/15 03:16:00 AM,0.975,0.125,-0.225,
670,04/26/15 03:18:00 AM,0.975,0.125,-0.225,
671,04/26/15 03:20:00 AM,0.975,0.125,-0.250,
672,04/26/15 03:22:00 AM,0.975,0.100,-0.225,
673,04/26/15 03:24:00 AM,0.975,0.125,-0.225,
674,04/26/15 03:26:00 AM,0.975,0.150,-0.225,
675,04/26/15 03:28:00 AM,0.975,0.125,-0.200,
676,04/26/15 03:30:00 AM,0.975,0.125,-0.225,
677,04/26/15 03:32:00 AM,0.975,0.150,-0.225,
678,04/26/15 03:34:00 AM,0.975,0.175,-0.225,
679,04/26/15 03:36:00 AM,0.975,0.125,-0.225,
680,04/26/15 03:38:00 AM,0.975,0.125,-0.225,
681,04/26/15 03:40:00 AM,0.975,0.125,-0.225,
682,04/26/15 03:42:00 AM,0.975,0.100,-0.225,
683,04/26/15 03:44:00 AM,0.975,0.125,-0.225,
684,04/26/15 03:46:00 AM,0.975,0.150,-0.200,
685,04/26/15 03:48:00 AM,0.975,0.125,-0.225,
686,04/26/15 03:50:00 AM,0.975,0.150,-0.225,
687,04/26/15 03:52:00 AM,0.975,0.125,-0.225,
688,04/26/15 03:54:00 AM,0.975,0.125,-0.225,
689,04/26/15 03:56:00 AM,0.975,0.125,-0.200,
690,04/26/15 03:58:00 AM,0.975,0.125,-0.225,
691,04/26/15 04:00:00 AM,0.975,0.100,-0.225,
692,04/26/15 04:02:00 AM,0.975,0.100,-0.225,
693,04/26/15 04:04:00 AM,0.975,0.125,-0.225,
694,04/26/15 04:06:00 AM,0.975,0.125,-0.225,
695,04/26/15 04:08:00 AM,0.975,0.125,-0.175,
696,04/26/15 04:10:00 AM,0.975,0.125,-0.200,
697,04/26/15 04:12:00 AM,0.975,0.125,-0.225,
698,04/26/15 04:14:00 AM,0.975,0.150,-0.225,
699,04/26/15 04:16:00 AM,0.975,0.075,-0.225,
700,04/26/15 04:18:00 AM,0.975,0.125,-0.225,
701,04/26/15 04:20:00 AM,0.975,0.125,-0.200,
702,04/26/15 04:22:00 AM,0.975,0.125,-0.200,
703,04/26/15 04:24:00 AM,0.975,0.125,-0.200,
704,04/26/15 04:26:00 AM,0.975,0.100,-0.225,
705,04/26/15 04:28:00 AM,0.975,0.100,-0.200,
706,04/26/15 04:30:00 AM,0.975,0.125,-0.200,
707,04/26/15 04:32:00 AM,0.975,0.125,-0.225,
708,04/26/15 04:34:00 AM,0.975,0.150,-0.225,
709,04/26/15 04:36:00 AM,0.975,0.125,-0.200,
710,04/26/15 04:38:00 AM,0.975,0.150,-0.200,
711,04/26/15 04:40:00 AM,0.975,0.125,-0.225,
712,04/26/15 04:42:00 AM,0.975,0.150,-0.200,
713,04/26/15 04:44:00 AM,0.975,0.150,-0.200,
714,04/26/15 04:46:00 AM,0.975,0.125,-0.200,
715,04/26/15 04:48:00 AM,0.975,0.125,-0.200,
716,04/26/15 04:50:00 AM,0.975,0.150,-0.225,
717,04/26/15 04:52:00 AM,0.975,0.175,-0.200,
718,04/26/15 04:54:00 AM,0.975,0.125,-0.200,
719,04/26/15 04:56:00 AM,0.975,0.125,-0.225,
720,04/26/15 04:58:00 AM,0.975,0.125,-0.200,
721,04/26/15 05:00:00 AM,0.975,0.150,-0.200,
722,04/26/15 05:02:00 AM,0.975,0.175,-0.225,
723,04/26/15 05:04:00 AM,0.975,0.150,-0.200,
724,04/26/15 05:06:00 AM,0.975,0.125,-0.200,
725,04/26/15 05:08:00 AM,0.975,0.125,-0.200,
726,04/26/15 05:10:00 AM,0.975,0.100,-0.175,
727,04/26/15 05:12:00 AM,0.975,0.100,-0.200,
728,04/26/15 05:14:00 AM,0.975,0.100,-0.200,
729,04/26/15 05:16:00 AM,0.975,0.125,-0.225,
730,04/26/15 05:18:00 AM,0.975,0.150,-0.225,
731,04/26/15 05:20:00 AM,0.975,0.125,-0.225,
732,04/26/15 05:22:00 AM,0.975,0.125,-0.225,
733,04/26/15 05:24:00 AM,0.975,0.125,-0.225,
734,04/26/15 05:26:00 AM,0.975,0.100,-0.225,
735,04/26/15 05:28:00 AM,0.975,0.125,-0.200,
736,04/26/15 05:30:00 AM,0.975,0.100,-0.200,
737,04/26/15 05:32:00 AM,0.975,0.150,-0.225,
738,04/26/15 05:34:00 AM,0.975,0.175,-0.200,
739,04/26/15 05:36:00 AM,0.975,0.100,-0.175,
740,04/26/15 05:38:00 AM,0.975,0.125,-0.200,
741,04/26/15 05:40:00 AM,0.975,0.150,-0.225,
742,04/26/15 05:42:00 AM,0.975,0.125,-0.200,
743,04/26/15 05:44:00 AM,0.975,0.125,-0.225,
744,04/26/15 05:46:00 AM,0.975,0.150,-0.200,
745,04/26/15 05:48:00 AM,0.975,0.125,-0.225,
746,04/26/15 05:50:00 AM,0.975,0.125,-0.225,
747,04/26/15 05:52:00 AM,0.975,0.150,-0.225,
748,04/26/15 05:54:00 AM,0.975,0.125,-0.225,
749,04/26/15 05:56:00 AM,0.975,0.125,-0.225,
750,04/26/15 05:58:00 AM,0.975,0.125,-0.200,
751,04/26/15 06:00:00 AM,0.975,0.150,-0.200,
752,04/26/15 06:02:00 AM,0.975,0.125,-0.225,
753,04/26/15 06:04:00 AM,0.975,0.100,-0.225,
754,04/26/15 06:06:00 AM,0.975,0.150,-0.200,
755,04/26/15 06:08:00 AM,0.975,0.125,-0.225,
756,04/26/15 06:10:00 AM,0.975,0.150,-0.200,
757,04/26/15 06:12:00 AM,0.975,0.125,-0.200,
758,04/26/15 06:14:00 AM,0.975,0.125,-0.225,
759,04/26/15 06:16:00 AM,0.975,0.125,-0.225,
760,04/26/15 06:18:00 AM,0.975,0.100,-0.225,
761,04/26/15 06:20:00 AM,0.950,0.150,-0.250,
762,04/26/15 06:22:00 AM,0.975,0.125,-0.225,
763,04/26/15 06:24:00 AM,0.975,0.175,-0.225,
764,04/26/15 06:26:00 AM,0.975,0.125,-0.225,
765,04/26/15 06:28:00 AM,0.975,0.150,-0.225,
766,04/26/15 06:30:00 AM,0.975,0.125,-0.225,
767,04/26/15 06:32:00 AM,0.975,0.150,-0.200,
768,04/26/15 06:34:00 AM,0.975,0.125,-0.225,
769,04/26/15 06:36:00 AM,0.975,0.125,-0.250,
770,04/26/15 06:38:00 AM,0.975,0.150,-0.200,
771,04/26/15 06:40:00 AM,0.975,0.125,-0.225,
772,04/26/15 06:42:00 AM,0.975,0.175,-0.200,
773,04/26/15 06:44:00 AM,0.975,0.150,-0.175,
774,04/26/15 06:46:00 AM,0.975,0.125,-0.225,
775,04/26/15 06:48:00 AM,0.975,0.150,-0.250,
776,04/26/15 06:50:00 AM,0.975,0.125,-0.225,
777,04/26/15 06:52:00 AM,0.975,0.150,-0.225,
778,04/26/15 06:54:00 AM,0.975,0.125,-0.225,
779,04/26/15 06:56:00 AM,0.975,0.125,-0.225,
780,04/26/15 06:58:00 AM,0.975,0.150,-0.225,
781,04/26/15 07:00:00 AM,0.975,0.125,-0.225,
782,04/26/15 07:02:00 AM,0.975,0.150,-0.225,
783,04/26/15 07:04:00 AM,0.975,0.125,-0.225,
784,04/26/15 07:06:00 AM,0.975,0.100,-0.225,
785,04/26/15 07:08:00 AM,0.975,0.125,-0.200,
786,04/26/15 07:10:00 AM,0.975,0.125,-0.200,
787,04/26/15 07:12:00 AM,0.975,0.100,-0.225,
788,04/26/15 07:14:00 AM,0.975,0.175,-0.225,
789,04/26/15 07:16:00 AM,0.975,0.100,-0.225,
790,04/26/15 07:18:00 AM,0.975,0.125,-0.225,
791,04/26/15 07:20:00 AM,0.975,0.100,-0.225,
792,04/26/15 07:22:00 AM,0.975,0.100,-0.200,
793,04/26/15 07:24:00 AM,0.975,0.075,-0.225,
794,04/26/15 07:26:00 AM,0.975,0.175,-0.200,
795,04/26/15 07:28:00 AM,0.975,0.125,-0.225,
796,04/26/15 07:30:00 AM,0.975,0.150,-0.200,
797,04/26/15 07:32:00 AM,0.975,0.125,-0.225,
798,04/26/15 07:34:00 AM,0.975,0.175,-0.225,
799,04/26/15 07:36:00 AM,0.975,0.125,-0.200,
800,04/26/15 07:38:00 AM,0.975,0.125,-0.225,
801,04/26/15 07:40:00 AM,0.975,0.125,-0.225,
802,04/26/15 07:42:00 AM,0.975,0.125,-0.200,
803,04/26/15 07:44:00 AM,0.975,0.150,-0.225,
804,04/26/15 07:46:00 AM,0.975,0.125,-0.225,
805,04/26/15 07:48:00 AM,0.975,0.125,-0.225,
806,04/26/15 07:50:00 AM,0.975,0.125,-0.200,
807,04/26/15 07:52:00 AM,0.975,0.100,-0.225,
808,04/26/15 07:54:00 AM,0.975,0.100,-0.250,
809,04/26/15 07:56:00 AM,0.975,0.125,-0.225,
810,04/26/15 07:58:00 AM,0.975,0.125,-0.225,
811,04/26/15 08:00:00 AM,0.975,0.100,-0.225,
812,04/26/15 08:02:00 AM,0.975,0.125,-0.250,
813,04/26/15 08:04:00 AM,0.975,0.100,-0.225,
814,04/26/15 08:06:00 AM,0.975,0.125,-0.200,
815,04/26/15 08:08:00 AM,0.975,0.100,-0.225,
816,04/26/15 08:10:00 AM,0.975,0.100,-0.200,
817,04/26/15 08:12:00 AM,0.975,0.100,-0.225,
818,04/26/15 08:14:00 AM,0.975,0.100,-0.225,
819,04/26/15 08:16:00 AM,0.975,0.100,-0.200,
820,04/26/15 08:18:00 AM,0.975,0.125,-0.225,
821,04/26/15 08:20:00 AM,0.975,0.125,-0.225,
822,04/26/15 08:22:00 AM,0.975,0.125,-0.225,
823,04/26/15 08:24:00 AM,0.975,0.125,-0.225,
824,04/26/15 08:26:00 AM,0.975,0.075,-0.225,
825,04/26/15 08:28:00 AM,0.975,0.100,-0.225,
826,04/26/15 08:30:00 AM,0.975,0.125,-0.200,
827,04/26/15 08:32:00 AM,0.975,0.125,-0.225,
828,04/26/15 08:34:00 AM,0.975,0.125,-0.225,
829,04/26/15 08:36:00 AM,0.975,0.100,-0.225,
830,04/26/15 08:38:00 AM,0.975,0.125,-0.225,
831,04/26/15 08:40:00 AM,0.975,0.125,-0.225,
832,04/26/15 08:42:00 AM,0.975,0.075,-0.250,
833,04/26/15 08:44:00 AM,0.975,0.125,-0.225,
834,04/26/15 08:46:00 AM,0.975,0.100,-0.200,
835,04/26/15 08:48:00 AM,0.975,0.125,-0.225,
836,04/26/15 08:50:00 AM,0.975,0.125,-0.200,
837,04/26/15 08:52:00 AM,0.975,0.125,-0.200,
838,04/26/15 08:54:00 AM,0.975,0.150,-0.225,
839,04/26/15 08:56:00 AM,0.975,0.125,-0.225,
840,04/26/15 08:58:00 AM,0.975,0.100,-0.225,
841,04/26/15 09:00:00 AM,0.975,0.100,-0.225,
842,04/26/15 09:02:00 AM,0.975,0.100,-0.200,
843,04/26/15 09:04:00 AM,0.975,0.075,-0.225,
844,04/26/15 09:06:00 AM,0.975,0.100,-0.225,
845,04/26/15 09:08:00 AM,0.975,0.125,-0.225,
846,04/26/15 09:10:00 AM,0.975,0.075,-0.225,
847,04/26/15 09:12:00 AM,0.975,0.100,-0.225,
848,04/26/15 09:14:00 AM,0.975,0.075,-0.225,
849,04/26/15 09:16:00 AM,0.975,0.100,-0.225,
850,04/26/15 09:18:00 AM,0.975,0.125,-0.225,
851,04/26/15 09:20:00 AM,0.975,0.075,-0.200,
852,04/26/15 09:22:00 AM,0.975,0.075,-0.225,
853,04/26/15 09:24:00 AM,0.975,0.050,-0.225,
854,04/26/15 09:26:00 AM,0.975,0.075,-0.225,
855,04/26/15 09:28:00 AM,0.975,0.100,-0.225,
856,04/26/15 09:30:00 AM,0.975,0.125,-0.225,
857,04/26/15 09:32:00 AM,0.975,0.100,-0.225,
858,04/26/15 09:34:00 AM,0.975,0.075,-0.225,
859,04/26/15 09:36:00 AM,0.975,0.075,-0.225,
860,04/26/15 09:38:00 AM,0.975,0.125,-0.225,
861,04/26/15 09:40:00 AM,0.975,0.075,-0.225,
862,04/26/15 09:42:00 AM,0.975,0.075,-0.200,
863,04/26/15 09:44:00 AM,0.975,0.075,-0.225,
864,04/26/15 09:46:00 AM,0.975,0.100,-0.225,
865,04/26/15 09:48:00 AM,0.975,0.075,-0.200,
866,04/26/15 09:50:00 AM,0.975,0.100,-0.200,
867,04/26/15 09:52:00 AM,0.975,0.075,-0.225,
868,04/26/15 09:54:00 AM,0.975,0.100,-0.225,
869,04/26/15 09:56:00 AM,0.975,0.075,-0.225,
870,04/26/15 09:58:00 AM,0.975,0.075,-0.225,
871,04/26/15 10:00:00 AM,0.975,0.050,-0.225,
872,04/26/15 10:02:00 AM,0.975,0.075,-0.225,
873,04/26/15 10:04:00 AM,0.975,0.075,-0.225,
874,04/26/15 10:06:00 AM,0.975,0.100,-0.225,
875,04/26/15 10:08:00 AM,0.975,0.050,-0.225,
876,04/26/15 10:10:00 AM,0.975,0.100,-0.200,
