"Plot Title: 9910315_RSA_Robokelp_Apr15"
"#","Date Time, GMT+08:00","Temp, °C (LGR S/N: 9910315, SEN S/N: 9910315)","Intensity, Lux (LGR S/N: 9910315, SEN S/N: 9910315)"
1,04/23/15 11:05:00 PM,25.319,1722.2
2,04/23/15 11:05:30 PM,25.222,1722.2
3,04/23/15 11:06:00 PM,25.222,1636.1
4,04/23/15 11:06:30 PM,25.125,1636.1
5,04/23/15 11:07:00 PM,25.125,1636.1
6,04/23/15 11:07:30 PM,25.028,1636.1
7,04/23/15 11:08:00 PM,25.028,1636.1
8,04/23/15 11:08:30 PM,24.931,1636.1
9,04/23/15 11:09:00 PM,24.931,1550.0
10,04/23/15 11:09:30 PM,24.931,1550.0
11,04/23/15 11:10:00 PM,24.835,1550.0
12,04/23/15 11:10:30 PM,24.835,1550.0
13,04/23/15 11:11:00 PM,24.835,1550.0
14,04/23/15 11:11:30 PM,24.738,1550.0
15,04/23/15 11:12:00 PM,24.738,1550.0
16,04/23/15 11:12:30 PM,24.738,1463.9
17,04/23/15 11:13:00 PM,24.641,1463.9
18,04/23/15 11:13:30 PM,24.641,1463.9
19,04/23/15 11:14:00 PM,24.641,1463.9
20,04/23/15 11:14:30 PM,24.545,1463.9
21,04/23/15 11:15:00 PM,24.545,1463.9
22,04/23/15 11:15:30 PM,24.545,1463.9
23,04/23/15 11:16:00 PM,24.448,1377.8
24,04/23/15 11:16:30 PM,24.448,1377.8
25,04/23/15 11:17:00 PM,24.448,1377.8
26,04/23/15 11:17:30 PM,24.448,1377.8
27,04/23/15 11:18:00 PM,24.351,1377.8
28,04/23/15 11:18:30 PM,24.351,1377.8
29,04/23/15 11:19:00 PM,24.351,1377.8
30,04/23/15 11:19:30 PM,24.351,1377.8
31,04/23/15 11:20:00 PM,24.351,1345.5
32,04/23/15 11:20:30 PM,24.351,1334.7
33,04/23/15 11:21:00 PM,24.255,1313.2
34,04/23/15 11:21:30 PM,24.255,1302.4
35,04/23/15 11:22:00 PM,24.255,1237.9
36,04/23/15 11:22:30 PM,24.255,1216.3
37,04/23/15 11:23:00 PM,24.255,1205.6
38,04/23/15 11:23:30 PM,24.255,1184.0
39,04/23/15 11:24:00 PM,24.255,1162.5
40,04/23/15 11:24:30 PM,24.255,1151.7
41,04/23/15 11:25:00 PM,24.255,1119.5
42,04/23/15 11:25:30 PM,24.255,1097.9
43,04/23/15 11:26:00 PM,24.255,1087.2
44,04/23/15 11:26:30 PM,24.158,1065.6
45,04/23/15 11:27:00 PM,24.158,1044.1
46,04/23/15 11:27:30 PM,24.158,1033.3
47,04/23/15 11:28:00 PM,24.158,1011.8
48,04/23/15 11:28:30 PM,24.158,1001.0
49,04/23/15 11:29:00 PM,24.062,979.5
50,04/23/15 11:29:30 PM,24.062,979.5
51,04/23/15 11:30:00 PM,24.062,958.0
52,04/23/15 11:30:30 PM,24.062,947.2
53,04/23/15 11:31:00 PM,24.062,936.5
54,04/23/15 11:31:30 PM,24.062,914.9
55,04/23/15 11:32:00 PM,23.966,904.2
56,04/23/15 11:32:30 PM,23.966,893.4
57,04/23/15 11:33:00 PM,23.966,893.4
58,04/23/15 11:33:30 PM,23.966,882.6
59,04/23/15 11:34:00 PM,23.966,871.9
60,04/23/15 11:34:30 PM,23.966,861.1
61,04/23/15 11:35:00 PM,23.869,850.4
62,04/23/15 11:35:30 PM,23.869,839.6
63,04/23/15 11:36:00 PM,23.869,839.6
64,04/23/15 11:36:30 PM,23.869,828.8
65,04/23/15 11:37:00 PM,23.773,828.8
66,04/23/15 11:37:30 PM,23.773,818.1
67,04/23/15 11:38:00 PM,23.773,807.3
68,04/23/15 11:38:30 PM,23.773,796.5
69,04/23/15 11:39:00 PM,23.773,807.3
70,04/23/15 11:39:30 PM,23.773,796.5
71,04/23/15 11:40:00 PM,23.677,785.8
72,04/23/15 11:40:30 PM,23.677,785.8
73,04/23/15 11:41:00 PM,23.677,785.8
74,04/23/15 11:41:30 PM,23.677,775.0
75,04/23/15 11:42:00 PM,23.677,775.0
76,04/23/15 11:42:30 PM,23.581,764.2
77,04/23/15 11:43:00 PM,23.581,753.5
78,04/23/15 11:43:30 PM,23.581,753.5
79,04/23/15 11:44:00 PM,23.581,753.5
80,04/23/15 11:44:30 PM,23.581,742.7
81,04/23/15 11:45:00 PM,23.484,742.7
82,04/23/15 11:45:30 PM,23.484,742.7
83,04/23/15 11:46:00 PM,23.484,731.9
84,04/23/15 11:46:30 PM,23.484,721.2
85,04/23/15 11:47:00 PM,23.484,721.2
86,04/23/15 11:47:30 PM,23.484,710.4
87,04/23/15 11:48:00 PM,23.388,710.4
88,04/23/15 11:48:30 PM,23.388,699.7
89,04/23/15 11:49:00 PM,23.388,699.7
90,04/23/15 11:49:30 PM,23.388,688.9
91,04/23/15 11:50:00 PM,23.388,678.1
92,04/23/15 11:50:30 PM,23.388,678.1
93,04/23/15 11:51:00 PM,23.388,667.4
94,04/23/15 11:51:30 PM,23.292,656.6
95,04/23/15 11:52:00 PM,23.292,645.8
96,04/23/15 11:52:30 PM,23.292,645.8
97,04/23/15 11:53:00 PM,23.292,635.1
98,04/23/15 11:53:30 PM,23.292,624.3
99,04/23/15 11:54:00 PM,23.292,624.3
100,04/23/15 11:54:30 PM,23.196,613.5
101,04/23/15 11:55:00 PM,23.196,602.8
102,04/23/15 11:55:30 PM,23.196,602.8
103,04/23/15 11:56:00 PM,23.196,581.3
104,04/23/15 11:56:30 PM,23.196,581.3
105,04/23/15 11:57:00 PM,23.196,570.5
106,04/23/15 11:57:30 PM,23.196,559.7
107,04/23/15 11:58:00 PM,23.196,559.7
108,04/23/15 11:58:30 PM,23.100,549.0
109,04/23/15 11:59:00 PM,23.100,549.0
110,04/23/15 11:59:30 PM,23.100,538.2
111,04/24/15 12:00:00 AM,23.100,538.2
112,04/24/15 12:00:30 AM,23.100,527.4
113,04/24/15 12:01:00 AM,23.004,516.7
114,04/24/15 12:01:30 AM,23.004,516.7
115,04/24/15 12:02:00 AM,23.004,505.9
116,04/24/15 12:02:30 AM,23.004,505.9
117,04/24/15 12:03:00 AM,23.004,495.1
118,04/24/15 12:03:30 AM,23.004,495.1
119,04/24/15 12:04:00 AM,22.908,484.4
120,04/24/15 12:04:30 AM,22.908,473.6
121,04/24/15 12:05:00 AM,22.908,462.9
122,04/24/15 12:05:30 AM,22.908,452.1
123,04/24/15 12:06:00 AM,22.908,452.1
124,04/24/15 12:06:30 AM,22.812,441.3
125,04/24/15 12:07:00 AM,22.812,430.6
126,04/24/15 12:07:30 AM,22.812,430.6
127,04/24/15 12:08:00 AM,22.812,419.8
128,04/24/15 12:08:30 AM,22.812,409.0
129,04/24/15 12:09:00 AM,22.812,398.3
130,04/24/15 12:09:30 AM,22.812,387.5
131,04/24/15 12:10:00 AM,22.717,376.7
132,04/24/15 12:10:30 AM,22.717,366.0
133,04/24/15 12:11:00 AM,22.717,355.2
134,04/24/15 12:11:30 AM,22.717,355.2
135,04/24/15 12:12:00 AM,22.717,344.4
136,04/24/15 12:12:30 AM,22.621,333.7
137,04/24/15 12:13:00 AM,22.621,322.9
138,04/24/15 12:13:30 AM,22.621,312.2
139,04/24/15 12:14:00 AM,22.621,301.4
140,04/24/15 12:14:30 AM,22.621,290.6
141,04/24/15 12:15:00 AM,22.621,290.6
142,04/24/15 12:15:30 AM,22.525,279.9
143,04/24/15 12:16:00 AM,22.525,279.9
144,04/24/15 12:16:30 AM,22.525,269.1
145,04/24/15 12:17:00 AM,22.525,258.3
146,04/24/15 12:17:30 AM,22.525,247.6
147,04/24/15 12:18:00 AM,22.525,236.8
148,04/24/15 12:18:30 AM,22.525,226.0
149,04/24/15 12:19:00 AM,22.429,226.0
150,04/24/15 12:19:30 AM,22.429,215.3
151,04/24/15 12:20:00 AM,22.429,204.5
152,04/24/15 12:20:30 AM,22.429,193.8
153,04/24/15 12:21:00 AM,22.429,193.8
154,04/24/15 12:21:30 AM,22.429,183.0
155,04/24/15 12:22:00 AM,22.429,172.2
156,04/24/15 12:22:30 AM,22.333,161.5
157,04/24/15 12:23:00 AM,22.333,161.5
158,04/24/15 12:23:30 AM,22.333,150.7
159,04/24/15 12:24:00 AM,22.333,139.9
160,04/24/15 12:24:30 AM,22.333,129.2
161,04/24/15 12:25:00 AM,22.333,118.4
162,04/24/15 12:25:30 AM,22.238,118.4
163,04/24/15 12:26:00 AM,22.238,107.6
164,04/24/15 12:26:30 AM,22.238,107.6
165,04/24/15 12:27:00 AM,22.238,96.9
166,04/24/15 12:27:30 AM,22.238,96.9
167,04/24/15 12:28:00 AM,22.238,86.1
168,04/24/15 12:28:30 AM,22.238,86.1
169,04/24/15 12:29:00 AM,22.238,75.3
170,04/24/15 12:29:30 AM,22.238,75.3
171,04/24/15 12:30:00 AM,22.142,64.6
172,04/24/15 12:30:30 AM,22.142,53.8
173,04/24/15 12:31:00 AM,22.142,53.8
174,04/24/15 12:31:30 AM,22.142,53.8
175,04/24/15 12:32:00 AM,22.142,43.1
176,04/24/15 12:32:30 AM,22.142,43.1
177,04/24/15 12:33:00 AM,22.142,43.1
178,04/24/15 12:33:30 AM,22.142,43.1
179,04/24/15 12:34:00 AM,22.142,32.3
180,04/24/15 12:34:30 AM,22.046,32.3
181,04/24/15 12:35:00 AM,22.046,32.3
182,04/24/15 12:35:30 AM,22.046,21.5
183,04/24/15 12:36:00 AM,22.046,21.5
184,04/24/15 12:36:30 AM,22.046,21.5
185,04/24/15 12:37:00 AM,22.046,10.8
186,04/24/15 12:37:30 AM,22.046,0.0
187,04/24/15 12:38:00 AM,22.046,0.0
188,04/24/15 12:38:30 AM,22.046,0.0
189,04/24/15 12:39:00 AM,22.046,0.0
190,04/24/15 12:39:30 AM,22.046,0.0
191,04/24/15 12:40:00 AM,22.046,0.0
192,04/24/15 12:40:30 AM,22.046,0.0
193,04/24/15 12:41:00 AM,22.046,0.0
194,04/24/15 12:41:30 AM,22.046,0.0
195,04/24/15 12:42:00 AM,22.046,0.0
196,04/24/15 12:42:30 AM,22.046,0.0
197,04/24/15 12:43:00 AM,22.046,0.0
198,04/24/15 12:43:30 AM,22.046,0.0
199,04/24/15 12:44:00 AM,22.046,0.0
200,04/24/15 12:44:30 AM,21.951,0.0
201,04/24/15 12:45:00 AM,21.951,0.0
202,04/24/15 12:45:30 AM,21.951,0.0
203,04/24/15 12:46:00 AM,21.951,0.0
204,04/24/15 12:46:30 AM,21.951,0.0
205,04/24/15 12:47:00 AM,21.951,0.0
206,04/24/15 12:47:30 AM,21.951,0.0
207,04/24/15 12:48:00 AM,21.951,0.0
208,04/24/15 12:48:30 AM,21.951,0.0
209,04/24/15 12:49:00 AM,21.951,0.0
210,04/24/15 12:49:30 AM,21.951,0.0
211,04/24/15 12:50:00 AM,21.951,0.0
212,04/24/15 12:50:30 AM,21.951,0.0
213,04/24/15 12:51:00 AM,21.855,0.0
214,04/24/15 12:51:30 AM,21.855,0.0
215,04/24/15 12:52:00 AM,21.855,0.0
216,04/24/15 12:52:30 AM,21.855,0.0
217,04/24/15 12:53:00 AM,21.855,0.0
218,04/24/15 12:53:30 AM,21.855,0.0
219,04/24/15 12:54:00 AM,21.855,0.0
220,04/24/15 12:54:30 AM,21.855,0.0
221,04/24/15 12:55:00 AM,21.855,0.0
222,04/24/15 12:55:30 AM,21.855,0.0
