"Plot Title: 9775642_RSA_Robokelp_Apr15"
"#","Date Time, GMT+08:00","Temp, °C (LGR S/N: 9775642, SEN S/N: 9775642)","Intensity, Lux (LGR S/N: 9775642, SEN S/N: 9775642)"
1,04/23/15 11:00:00 PM,24.835,1550.0
2,04/23/15 11:00:30 PM,24.738,1550.0
3,04/23/15 11:01:00 PM,24.738,1550.0
4,04/23/15 11:01:30 PM,24.738,1463.9
5,04/23/15 11:02:00 PM,24.738,1463.9
6,04/23/15 11:02:30 PM,24.738,1463.9
7,04/23/15 11:03:00 PM,24.738,1463.9
8,04/23/15 11:03:30 PM,24.738,1463.9
9,04/23/15 11:04:00 PM,24.641,1377.8
10,04/23/15 11:04:30 PM,24.641,1377.8
11,04/23/15 11:05:00 PM,24.641,1377.8
12,04/23/15 11:05:30 PM,24.641,1377.8
13,04/23/15 11:06:00 PM,24.641,1377.8
14,04/23/15 11:06:30 PM,24.545,1377.8
15,04/23/15 11:07:00 PM,24.545,1377.8
16,04/23/15 11:07:30 PM,24.545,1377.8
17,04/23/15 11:08:00 PM,24.545,1356.3
18,04/23/15 11:08:30 PM,24.545,1345.5
19,04/23/15 11:09:00 PM,24.448,1334.7
20,04/23/15 11:09:30 PM,24.448,1324.0
21,04/23/15 11:10:00 PM,24.448,1313.2
22,04/23/15 11:10:30 PM,24.448,1302.4
23,04/23/15 11:11:00 PM,24.448,1302.4
24,04/23/15 11:11:30 PM,24.351,1291.7
25,04/23/15 11:12:00 PM,24.351,1280.9
26,04/23/15 11:12:30 PM,24.351,1270.1
27,04/23/15 11:13:00 PM,24.351,1259.4
28,04/23/15 11:13:30 PM,24.351,1248.6
29,04/23/15 11:14:00 PM,24.255,1237.9
30,04/23/15 11:14:30 PM,24.255,1237.9
31,04/23/15 11:15:00 PM,24.255,1227.1
32,04/23/15 11:15:30 PM,24.255,1216.3
33,04/23/15 11:16:00 PM,24.158,1205.6
34,04/23/15 11:16:30 PM,24.158,1194.8
35,04/23/15 11:17:00 PM,24.158,1184.0
36,04/23/15 11:17:30 PM,24.158,1184.0
37,04/23/15 11:18:00 PM,24.158,1173.3
38,04/23/15 11:18:30 PM,24.062,1162.5
39,04/23/15 11:19:00 PM,24.062,1151.7
40,04/23/15 11:19:30 PM,24.062,1141.0
41,04/23/15 11:20:00 PM,24.062,1130.2
42,04/23/15 11:20:30 PM,24.062,1108.7
43,04/23/15 11:21:00 PM,23.966,1097.9
44,04/23/15 11:21:30 PM,23.966,1087.2
45,04/23/15 11:22:00 PM,23.966,1076.4
46,04/23/15 11:22:30 PM,23.966,1054.9
47,04/23/15 11:23:00 PM,23.966,1044.1
48,04/23/15 11:23:30 PM,23.869,1033.3
49,04/23/15 11:24:00 PM,23.869,1011.8
50,04/23/15 11:24:30 PM,23.869,990.3
51,04/23/15 11:25:00 PM,23.869,968.8
52,04/23/15 11:25:30 PM,23.773,947.2
53,04/23/15 11:26:00 PM,23.773,925.7
54,04/23/15 11:26:30 PM,23.773,914.9
55,04/23/15 11:27:00 PM,23.773,904.2
56,04/23/15 11:27:30 PM,23.773,882.6
57,04/23/15 11:28:00 PM,23.677,871.9
58,04/23/15 11:28:30 PM,23.677,861.1
59,04/23/15 11:29:00 PM,23.677,850.4
60,04/23/15 11:29:30 PM,23.677,839.6
61,04/23/15 11:30:00 PM,23.677,818.1
62,04/23/15 11:30:30 PM,23.581,807.3
63,04/23/15 11:31:00 PM,23.581,796.5
64,04/23/15 11:31:30 PM,23.581,785.8
65,04/23/15 11:32:00 PM,23.581,775.0
66,04/23/15 11:32:30 PM,23.581,775.0
67,04/23/15 11:33:00 PM,23.484,753.5
68,04/23/15 11:33:30 PM,23.484,753.5
69,04/23/15 11:34:00 PM,23.484,742.7
70,04/23/15 11:34:30 PM,23.484,731.9
71,04/23/15 11:35:00 PM,23.484,721.2
72,04/23/15 11:35:30 PM,23.484,710.4
73,04/23/15 11:36:00 PM,23.388,699.7
74,04/23/15 11:36:30 PM,23.388,688.9
75,04/23/15 11:37:00 PM,23.388,688.9
76,04/23/15 11:37:30 PM,23.388,688.9
77,04/23/15 11:38:00 PM,23.388,678.1
78,04/23/15 11:38:30 PM,23.292,667.4
79,04/23/15 11:39:00 PM,23.292,667.4
80,04/23/15 11:39:30 PM,23.292,667.4
81,04/23/15 11:40:00 PM,23.292,656.6
82,04/23/15 11:40:30 PM,23.292,645.8
83,04/23/15 11:41:00 PM,23.292,645.8
84,04/23/15 11:41:30 PM,23.196,645.8
85,04/23/15 11:42:00 PM,23.196,635.1
86,04/23/15 11:42:30 PM,23.196,635.1
87,04/23/15 11:43:00 PM,23.196,624.3
88,04/23/15 11:43:30 PM,23.196,624.3
89,04/23/15 11:44:00 PM,23.196,624.3
90,04/23/15 11:44:30 PM,23.100,613.5
91,04/23/15 11:45:00 PM,23.100,613.5
92,04/23/15 11:45:30 PM,23.100,613.5
93,04/23/15 11:46:00 PM,23.100,613.5
94,04/23/15 11:46:30 PM,23.100,602.8
95,04/23/15 11:47:00 PM,23.100,602.8
96,04/23/15 11:47:30 PM,23.004,592.0
97,04/23/15 11:48:00 PM,23.004,592.0
98,04/23/15 11:48:30 PM,23.004,581.3
99,04/23/15 11:49:00 PM,23.004,581.3
100,04/23/15 11:49:30 PM,23.004,570.5
101,04/23/15 11:50:00 PM,23.004,570.5
102,04/23/15 11:50:30 PM,22.908,570.5
103,04/23/15 11:51:00 PM,22.908,559.7
104,04/23/15 11:51:30 PM,22.908,559.7
105,04/23/15 11:52:00 PM,22.908,549.0
106,04/23/15 11:52:30 PM,22.908,549.0
107,04/23/15 11:53:00 PM,22.908,538.2
108,04/23/15 11:53:30 PM,22.908,527.4
